,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
9990,DynquTyWGd7jAV4ZffXZYkaxGaeNWwzEQKewaY533E44,0.008,0.31,0.302,-0.302,-0.974
5588,875x4zqDQh2BZFxT9ZnNb2URFvr2oRZXCNE8gCcsMGEk,0.008,0.31,0.302,-0.302,-0.974
10473,9m7NaUbQjzZoduNrRbvABmUH2vfu6uRLqqDmq62p342Y,0.008,0.31,0.302,-0.302,-0.974
8417,66mEeb2E5D34Yt8NFj2xVfkbBSb737W5wCQ2ns3VjxmS,0.009,0.52,0.302,-0.511,-0.983
6393,3kHjYCUPo6saHYfbyDWdhsXAxzRf7SA6bCdC5knvc6ZJ,0.007,-0.19,0.302,0.197,inf
7782,84PzgwQXcYa7zZsvyN7xkWTAjFJTmA7vgrgafRwdSRCH,0.008,0.31,0.302,-0.302,-0.974
7530,FFjzHjjqk88dydxkSP2o3CebodzKqVW3eSBsKtxEZYTw,0.002,0.15,0.302,-0.148,-0.987
4465,EB3v13Q74a8syA1txPTb3o95RyPD3i769bUbpaNh8Eo5,0.001,-1.01,0.302,1.011,inf
10500,ECYpSsPt1yExTWRScUshniPiGBByh4kSfKG1d48rhN8a,0.01,0.03,0.302,-0.02,-0.667
6383,EoQyWD3NPeraFVUvkZmfx13ueDJGqwvDDm2XbuHQMkzQ,0.003,0.27,0.302,-0.267,-0.989
8263,8w18JMgg2AqYBYrH3yUFjJNPs6gtJhT9XeVuni5ShFZi,0.008,0.31,0.302,-0.302,-0.974
9623,HfpTEHKeRqK4VfQjy3r6vuJGywvsEsxFdyecfTakR8cV,0.008,0.31,0.302,-0.302,-0.974
3358,6jnmfz1w9Tnc8SZakztsqEiKmzohndfkpmbf1r2cAkNN,0.003,0.16,0.302,-0.157,-0.981
1498,7wR7aih1kSSrAFY3meqCtJahamwgfxHU4e48y4aKMyzv,0.001,0.26,0.302,-0.259,-0.996
1500,EEbuy1VxQR18LUfv4NYmEQyAsq3i6HQ23dq12oCi71WJ,0.004,0.28,0.302,-0.276,-0.986
4589,63kdJs3Ura3LBaf4c1rzRf6hZs8sxFKxDAW7GZXTth5X,0.006,0.23,0.302,-0.224,-0.974
11381,H1U2kWcKXFD8WvytobXNz3aj2nAQk8Q7L7HoKhNpV3Gy,0.008,0.31,0.302,-0.302,-0.974
5638,2omXWA48VUodE8kj8jcEozHUqabroU8Tccwcc3KHigmy,0.002,0.42,0.302,-0.418,-0.995
13140,5hmC7ekVpoa8g2YRN5Hp9TxQogdpyRd1Ba4fUYfk8nJF,0.598,1.0,0.302,-0.402,-0.402
13022,8kC8dcRqwtExM7QcH5PQqyzxRnKk7ntNPSoh2fyUT763,0.005,0.32,0.302,-0.315,-0.984
12359,Yx3bqnrSP1usPfJqxAzW9TBcLGKQr6WQ9kuS4PFjZEM,0.005,0.24,0.302,-0.235,-0.979
213,4H91eUUsMhUmBs2RLhwwVqesrX3oo5Y1yErvgEXH3bFH,0.002,0.35,0.302,-0.348,-0.994
10572,AzJddnjvgnB3BbZ6yQrqNdS8LTTAKebgAh34FgNdvRMV,0.02,0.26,0.302,-0.24,-0.923
6491,2TbcwFzkvS3FsoPtafB8uZ6yxStddikjfz7ehUeNDtBS,0.008,0.31,0.302,-0.302,-0.974
534,5ZkCS2uZYoBYQcVraoTQxvn5EWonBWpVsm2vDiwVKmz,0.005,0.44,0.302,-0.435,-0.989
13313,dvDtJ9ZCiZbKNzDDsTvFXU7HSxJbbed5JBq8Fbcp9P1,0.002,0.31,0.302,-0.308,-0.994
13035,79rRDdu5smLUYW3c9aZLPKmYoZDvebsDpcPjcY5Bcndt,0.007,0.34,0.302,-0.333,-0.979
525,4Hm5QiPeQCad3gyEtZKCAR5RkZWH4tySpnZxfj8sLXxo,0.0,0.36,0.302,-0.36,-1.0
11243,5B1hTu14cEQS6SNY45RrFMUhG8nRv1CGMLog4hCBmBoH,0.015,0.37,0.302,-0.355,-0.959
8194,5qgcRZLj9uo6BpZCmhEZ3WznnfhNFbdajsTzxUqTvifD,0.002,0.3,0.302,-0.298,-0.993
9715,92XgNhQheJHoyKNJTtUgwFuAehGJJcaQduRh7dD6TxrQ,0.008,0.31,0.302,-0.302,-0.974
11247,2QvAz6gbqmc67vu8TonxzqBctNPgRPRdtAy971HWqCQZ,0.008,0.31,0.302,-0.302,-0.974
6493,GiRyY5wUHMYmv5wXUeVeTWXqfwLnifbNzMPx2RrKFrXk,0.008,0.19,0.302,-0.182,-0.958
7417,XwC1djT1NoJWqUNyq5rDVXuXuK9tarjyLqje2HqsBiz,0.008,0.31,0.302,-0.302,-0.974
10569,4UW4LV4uHqEGGy3voxLE3fjSsXtZsxtknJNsdFaiCGbk,0.0,0.27,0.302,-0.27,-1.0
7805,GtL6u5JNYBJpzkfeZERRg9m5StXJvoAztnZYG48EEdXU,0.098,0.4,0.302,-0.302,-0.755
5731,53DBNrrSeV4VHiw4jhSpyhPxNDDMH1m6vbqAdxMVYJHc,0.002,0.39,0.302,-0.388,-0.995
1357,BiDbFFZNfHMwUq4PzrgWyPU88XsQEiBdTzXoQUftcTHh,0.008,0.31,0.302,-0.302,-0.974
6484,DcDr1zAhKw9LMTp2tSgXByCqUsAaZFi8JZF1g46yS55K,0.0,0.39,0.302,-0.39,-1.0
8469,5uamGQAkSCetdqRAYQ1jtJZjiKsRHs45tZmCo2bvNPN9,0.008,0.31,0.302,-0.302,-0.974
8946,J2tJEmmr5VgJ4CVQLYoMndetS2RDPBEqYUU4aFPLquAx,0.008,0.31,0.302,-0.302,-0.974
6481,BVW1EZRW7Ee2yeDfoDMF8e4rMWt51swKo6s6phn9u9kG,0.003,0.38,0.302,-0.377,-0.992
10378,31nW8k61oQGH6d4z8BL9c7PjfH58BB9UrYab5ReetsJq,0.008,0.31,0.302,-0.302,-0.974
11713,DRFKv4xsuTeCZDFAuzGUvvvyhf5ZW41LXJ8rz9mWVAV9,0.008,0.31,0.302,-0.302,-0.974
2388,Eg6k3UKN6tmkyyuhM6D63mHieh8Sw5F85tRNYcGyvaDj,0.008,0.31,0.302,-0.302,-0.974
4076,HY2iRNTCDQuHsFseGghrDK2v2mzKkNfpYd6uhABYdnxv,0.006,0.31,0.302,-0.304,-0.981
11699,BWZWWVKjFZ9v65R832ZA6ucUKJmC5j3iRpcaDm2RrTCB,0.009,0.32,0.302,-0.311,-0.972
13126,DDrsjUjTYGc74gvrP3S9RncSEAUH4BcFvTNWjXS4pe1s,0.008,0.31,0.302,-0.302,-0.974
10701,A5qJhLUJhSrfYyvVN64NRCftfpZ8QTVCAQAXisTWPkbS,0.002,0.32,0.302,-0.318,-0.994
9084,6wV5453k5ytUyo9eWHhkUXhMxcdrMagyoacRaNFXoXeB,0.01,-0.22,0.302,0.23,inf
9089,ANuomPRU9BPKucrt6j9qEeaKaEj2n8Uismfapi3BJPN,0.008,0.31,0.302,-0.302,-0.974
3856,731znCNUBxr77LNGMhiMgvwyQhzALNY8ARS3G9L1K5az,0.008,0.31,0.302,-0.302,-0.974
8473,BsKfeNmro6qLJfxr5wzM3iT4Vc34DSRR2QoMvJAwm2A9,0.008,0.31,0.302,-0.302,-0.974
3085,EEDhXrp4Qv3orPUd3bM88YXJpX8x4QU7XsFBAQstGECS,0.008,0.31,0.302,-0.302,-0.974
3474,6Tm4rt8CRmpY5XhrKTE8Tot87T1cSh8DD7iC9co1JdUp,0.007,0.07,0.302,-0.063,-0.9
945,F1Xho7jdHY21FNVrE1RqgcP6quYFgrTKDpDVW1mFaWM4,0.0,0.3,0.302,-0.3,-1.0
4981,DAFypMVTkGGeLDg6fZprP93qMZnpnoekcceTS7BCxx48,0.008,0.31,0.302,-0.302,-0.974
2035,2aFZSz62dYi1wQA4bY5mHs1H5cEn7rFE527RDuHWz2yd,0.007,0.07,0.302,-0.063,-0.9
12257,6yxL99YU6MrpG1kwUqtcnxjBkfVL69kVDU4wDreh8cDB,0.008,0.31,0.302,-0.302,-0.974
9386,6zLsQakpDaa2cggm9g5BbrrUY3e6tsEEi4jQYrB1GucR,49.542,50.0,0.302,-0.458,-0.009
12214,EG7zy8owGX5rL6MyfsLkAXyDX7chStW5eDt6Hk2n6c8L,0.007,0.31,0.302,-0.303,-0.977
10021,Dozjh2xioEPmdQU24YsosMJARAqHpPHjm5NLWEHkR8EV,0.008,0.31,0.302,-0.302,-0.974
12262,ExRTNpe8Bm6wxiDcvoFZXLGNxz6cVV5dpX13S8rP2HHf,0.008,0.31,0.302,-0.302,-0.974
12271,ErPqxwNWx4K3NDCP6WDvQN6CMbJXN4SAm4bA7R19Axa9,0.544,1.0,0.302,-0.456,-0.456
3620,2fW5BkEYeFj1xuT6Kfp7QW66cGo5wAv4yahJJ7hSSFyM,0.008,0.31,0.302,-0.302,-0.974
13506,Hrqy5uZdpHrsgAceuVwvmVrnbu6t6u7wvn8gChgjuxeG,0.007,0.36,0.302,-0.353,-0.981
12544,HXM8AKguyqNNnHcdqQf6oJ7xEF4aepSrXpwfXCQDYQzk,0.008,0.31,0.302,-0.302,-0.974
12091,7nmwpDacPDoPcxvJPj8bUXSK6Dea8Cvtd4UmTjt9jkXE,0.005,0.16,0.302,-0.155,-0.969
6002,2CsdQXH8Q9UeCbP1TdgzZRXUavqiHR24AUafbtLgDVuX,0.006,0.39,0.302,-0.384,-0.985
10066,8Q4s8jai28a9H2rEUAzSxDSZKMozzmdx62wk4neSTN5A,0.002,0.28,0.302,-0.278,-0.993
9925,3CqW9dExfaZ9et6xRVstdGeXm74xyneZBX9CM7XpVcCr,0.008,0.31,0.302,-0.302,-0.974
12195,DuAeWaeL8DkUuYsYVhyJ2PEZ3X5uNFh1kxT9XFUdsfgx,0.005,-0.14,0.302,0.145,inf
715,2qEnB3CNmXv8kbQ9H5khdYFtSVWayTtS1vDmV23XH23C,0.008,0.31,0.302,-0.302,-0.974
1845,AKkEQAo18eRfYq9W24bsT6GWbZ4a4ZBR92WB4nPH74Dj,0.01,0.21,0.302,-0.2,-0.952
5999,9MFzEAVpee6bzE2qBVGp8yCHEgrHnXe3Bjy37hn8j8Vc,0.008,0.31,0.302,-0.302,-0.974
5950,68ySdCTswoXVo22WcHF7up4etjAt73cyAWnRb7BMrCHE,0.002,0.52,0.302,-0.518,-0.996
4269,BBk6U1nh5Zty8kQemzWp5j82aEE5PduApuzoBGJkZyzx,0.008,0.31,0.302,-0.302,-0.974
8018,BVNBzk6nuTgT52eEGkTcqosGCQEHnJaQbm1R3oS2y3Rh,0.008,0.31,0.302,-0.302,-0.974
2671,5qwZAoeSzp6PTYvZ7VRcdr6TdEfDRXHZivz7RjHPhsD1,0.003,0.26,0.302,-0.257,-0.988
10102,46VFmZjVNkyjSR8Trsnc1vgZtG2LZUCeczoQ5Etn78Ns,0.006,0.31,0.302,-0.304,-0.981
9318,D7qWggftjRhf4gnChdwdFPN8CCD8MuRGZXv2BgH7CNNq,0.008,0.31,0.302,-0.302,-0.974
12136,E48YLLoGXepETD1ggAvauo5TRkdZDchNQjoLwRBqFnpx,0.001,-0.03,0.302,0.031,inf
5243,7Zh8f4MzEw6Soyi8SAqyPk2E9jXsiRspGaJncCAonqgR,0.002,0.17,0.302,-0.168,-0.988
12247,knbsvdUXKNPWfz1HLCqjZ8nhiq4U8y5g7WACJRYuWNT,0.008,0.31,0.302,-0.302,-0.974
12140,2fTdPfFhTHguBktAF5eYjeekSAeRsks2HXSCLJzuYzn9,0.008,0.31,0.302,-0.302,-0.974
854,4CMPApedDmfu5rsdDCkGjCkStzzzEuwWij2TMy74ueNt,0.004,0.3,0.302,-0.296,-0.987
12641,FBLHz5XNkeCqbFoWTTJtfWpZsNHrCbhX2GaHwqGj5SDs,0.007,0.27,0.302,-0.263,-0.974
3684,CwxzmWfXpK6uspHMaM9aLUmXFazFLhdXtzR5yrvumXA8,0.008,0.31,0.302,-0.302,-0.974
728,Cg2dfAwY3792Y9S64p4H25kC3JkafUKyjDdMp6soQMPv,0.008,0.31,0.302,-0.302,-0.974
1891,Cts51TGdAPLV1FqyKLCCvTPo8jgepDsEbqkhww8tcC9j,0.008,0.31,0.302,-0.302,-0.974
851,HsyGPAEMWo5LJTD8ykL1V4JZ7Yu28dgj99FE8odDmoFK,0.002,0.25,0.302,-0.248,-0.992
9395,GJsde49LF5vRo85HH1Wdq1h9rK4cooNNxZ61SjvRUuBe,0.008,0.31,0.302,-0.302,-0.974
733,DL6aXpDpAycUgiKdvjatA3mUJ23nCyfFU2kKXzLvjWh2,0.008,0.31,0.302,-0.302,-0.974
4280,AUTJLgtHbRPe2vvCm826woh2fwrHa7Uia11DxFmpYdMS,0.009,0.61,0.302,-0.601,-0.985
3175,2AbS8n4WHDn5DihtU1jR5jdTtJYnpCiMaYwdzG3gkaoC,0.008,0.31,0.302,-0.302,-0.974
7141,DjoM5SfGXuVMh12GVmvG7Yq6AxRi9k7MctUFu8mXrQN,0.008,0.35,0.302,-0.342,-0.977
7920,Y4vDk6TBETKAw3Z488nmadsD9a2uRPjHCLZyedTpYKB,0.008,0.31,0.302,-0.302,-0.974
1000,EGMpNSRTkfAeCKisyDhJqfwhzGTGsfREswsB5GhDPvTy,0.008,0.31,0.302,-0.302,-0.974
8108,6jv5fRdFTqanJyXy9FDjjvs6GarVGG1NYBmpQVbWQ2V9,0.004,0.39,0.302,-0.386,-0.99
8066,Gof4QZqNCxsQLWG2SgbFev3QSMZL3rXpcezp73XxtsN1,0.008,0.31,0.302,-0.302,-0.974
5967,H22aBv9jSVi2PZYVRAKRNC5ES9tMkR8F5WcUjoegBqdN,0.003,0.02,0.302,-0.017,-0.85
3930,FX5sizQGZcDCaETDyJ3HbLxFwhu4t9bX6YyQM7cVEo9Z,0.0,100.2,0.301,-100.2,-1.0
1077,E9F9dhMWghL9HzzYtYPf57jbo6n5tFxTopHUdxjG167N,0.002,0.37,0.301,-0.368,-0.995
11053,5L4hvhBBSdxPQ5ejMfJFwxboGj3bFmAChTXjbq1XiyiY,0.008,0.21,0.301,-0.202,-0.962
2188,7zuC6UhHKDfveX9uFcc4QtZYDhkzC2e5reiaqqss6Ppo,0.099,0.4,0.301,-0.301,-0.752
8979,BtXcYsb16Dcsi6JE5zagoCYNzZpHPBDYTnizWhnWqm9A,0.003,0.97,0.301,-0.967,-0.997
1756,77raNKkvxrstmM5yibCLMAjFeu2TXpgch5jxsbkvVEWb,0.003,-0.35,0.301,0.353,inf
11841,AuwDQVbxQLCjC4sGfM4nLnXECL53n5odxHCJcU2DP1e1,0.005,0.1,0.301,-0.095,-0.95
6716,E5pycMbmSSZ8X44XnX2tx5jsS6oFzQqUPwidQ1ndhLHH,0.001,0.3,0.301,-0.299,-0.997
11762,EZtEF1rm8KSorCJEuq7zihr4NK1LQEKvLfWUoAwc7G8,0.001,0.3,0.301,-0.299,-0.997
12175,C7ZtsDWEzv6w6hYmn9J3ucXjviyPoqKBG8QRXRZT63nL,0.006,-0.24,0.301,0.246,inf
6406,F8Tmq4Ey7LdLe1cLjjLZNbCvBdwtxKqfwmMctEpyu4Rr,0.006,0.19,0.301,-0.184,-0.968
1081,k6CL6ofq9NXvGR57HYtCaUBUHvM283kZyN9JmS6ea77,0.001,3.53,0.301,-3.529,-1.0
446,4Mrt7A2veynjFPBMEzrVuVzps9h8HdTUV9GzBNJVVviA,159.001,160.0,0.301,-0.999,-0.006
2166,AV5m7zGEwN4CeNKtVkzcnvJrzJoh8r67iT5tKzWWjqkQ,150.335,150.0,0.301,0.335,0.002
1465,VdqSnRYgrZHYRgDJPJXt4K1LcecDBJTwNZeqHDtiUWu,0.009,0.31,0.301,-0.301,-0.971
5002,CjLynfcxFHSAdUzuNcoUbfNka96w2tar7rbT4L42m1qp,0.005,1.48,0.301,-1.475,-0.997
13318,6sfBkD8kmjF1t4swZvttnVGfjqG85ztTZbuFvFGNTffz,0.009,0.31,0.301,-0.301,-0.971
8705,EApxnUjpD4t3oisxEMJqmywGdLw6DcsxkYgZdhPh4gda,0.008,0.44,0.301,-0.432,-0.982
1130,AJuJwXR4dkvrJsiX2izRkwHt32SDgAqsoMriehuog2aZ,0.003,-0.11,0.301,0.113,inf
1008,EoWcB8mJPJmMnWxeNjrVpX2qTSGvyxRZ6kiRA5DEA8ou,0.004,0.17,0.301,-0.166,-0.976
1424,zeG6WnLrMF1gUJy9MBEJ4EyVFBcHAxKSFwuPaYm2VwG,0.004,-12.89,0.301,12.894,inf
3483,HggT1DbxSKYVskzKJqEe6RbMQKPeEae6JqY9DRdXD48G,0.009,0.31,0.301,-0.301,-0.971
6453,6BFHkEbqAXk3HncV4ubF58mCvV5zajLTNdyD5nRKjnMP,0.004,0.46,0.301,-0.456,-0.991
8468,CN2gkxyE5kATDR2WcDvB3cM2bxtn9wDSt4ZyL9D9e6ng,0.009,0.31,0.301,-0.301,-0.971
8343,FkUGEmcd6bxN7apqRFxyfhnVexSgpsE1oUaz5mRKJP9n,0.0,-0.01,0.301,0.01,inf
12017,ApkuuHzrPhYLa2WaBrNPRZhn5rkxRLMeeKxmx3gVn6C1,0.004,-0.04,0.301,0.044,inf
13264,7nwSP8wauNYCvJHHTn5cDjkQE83FssW9ZHp8hiyqRbuK,0.009,0.61,0.301,-0.601,-0.985
11128,B21dGBiCRVkYPb4zrZfpUS9phiLM8aYe72WQSt8PVKdW,0.009,0.31,0.301,-0.301,-0.971
11718,AThJqiXjFc2nHhrnTHmP7KDWUwRzPnXjeiMUupNic6Xw,0.005,-0.37,0.301,0.375,inf
1427,3S5zAfURKWarkSrXnuSQRsezinaRzuPuBZ6juY33yDPB,140.624,151.0,0.301,-10.376,-0.069
1599,GeLVRr6P1U3wMeTW6iUsuo2NtbNeEEj4pxudMhMDYMbH,0.005,3.87,0.301,-3.865,-0.999
5729,4zTmX2ycyYNTj21fjQ3SJNuELu8yfsNdukgwtm6jnrWs,0.009,0.31,0.301,-0.301,-0.971
2387,CYRufxKSTNr2fEZ3o3V4C3VzFBnge9w4VXVnVYGYLoYn,2.685,3.0,0.301,-0.315,-0.105
12051,4rZHBUt3iuKRxm8qLcMFbm9x7HqKF6ToDMdMXZd82Nw5,0.001,0.03,0.301,-0.029,-0.967
2917,48qTyR2SrEAonzmcinGnDKVgLZbkKwfgRAEUKmYq3Ud2,0.003,0.3,0.301,-0.297,-0.99
3089,2rhT9vPYg1b3TXjU8nQwRHQGjEoLS6jjuPfi9mizD3DZ,0.008,-0.24,0.301,0.248,inf
3897,HNVELLabxQAmNgDty2ZtKHBy35U4XFFBKExnhkxuJv1c,0.0,0.3,0.3,-0.3,-1.0
6176,CdCRJ3EfrMhG3yj2Gx8wAbggVJKzzNFF2NKtv5J5nXXG,0.009,0.27,0.3,-0.261,-0.967
6144,8QDcABpV7zgNmKcYCgbheWidJJQEHMeFZdgXeoAH9jyx,0.001,0.31,0.3,-0.309,-0.997
5686,89YwhqcGLWHrVKpSUPRJU5jtTRUnfoeYiQ75ZZt4RzwT,0.01,0.31,0.3,-0.3,-0.968
7018,ADNN35EitintPhr8MSdHsGSng9R5VdRbBTTYkFsyvMtx,0.01,0.31,0.3,-0.3,-0.968
10689,Frye3XCHhszBg4oUjoXeMCczDC7eUxLWtVwcBSFjbhEs,0.001,0.25,0.3,-0.249,-0.996
3884,EYqheB7vLpZPjWe5vnq25f4Yoztr1xXYUzWsdf55UySy,0.001,0.3,0.3,-0.299,-0.997
4970,vLbMicbsau5oCeViSAw2W9x6YSeEpXPUgTY2cZU2Hj7,0.008,0.15,0.3,-0.142,-0.947
8248,HmUqi9bvNzdpzP4xQ1qoSGALT1voURk8abh8N35aLnzJ,0.01,0.31,0.3,-0.3,-0.968
1470,5FDz5epsHoLrTKJQ5vQAA5e8h7X2mfT8NTi7Y5wLmHnk,0.008,0.49,0.3,-0.482,-0.984
6447,4WkWFo1ypXHcHVyDAGcKq6mqX1Uvtr2GZ1zEDyAgCSnj,0.005,0.26,0.3,-0.255,-0.981
6459,5YyLvpaicAJY1GK1Xjp8TrJy71Nw55dXsBSQdS8SVrH7,0.0,0.3,0.3,-0.3,-1.0
1995,AGEQqcxLDNXYDeC1j1u1oM3VvUSjPkaxn2G3u19FdBs2,0.002,0.33,0.3,-0.328,-0.994
10076,87GanETivYTQVhu3pQeRWyRXUMmGAGeoRsqJVsjzVSjG,0.003,0.37,0.3,-0.367,-0.992
10475,FYLaLK4eqVnL2wrw9UpGtfB5SKXrEbC7iq6n8mzcWeq2,0.003,0.0,0.3,0.003,inf
7039,5bBUWTyYoLcB2m2DVW5gheoKb9DEPhBAcWotbqgyJgv8,0.01,0.31,0.3,-0.3,-0.968
2635,DwPvUNsFA6p1tHsFm6Ge7r7KqVP7JNiddr8XZ1VrbKtD,0.009,0.31,0.3,-0.301,-0.971
3857,62zrxz7RUjLBmMTfu93VEsuHTZGf37oCyrqpgpGuwYAy,0.01,0.31,0.3,-0.3,-0.968
10079,2mdarEzPwMa7METsSrYYqCKweQWFSLscCG1BtwWXJGtV,0.0,0.3,0.3,-0.3,-1.0
9645,9asUYGDyi6oZPYUmGGPo1iV8iny9LJApX9jvHrRWbWhN,0.01,0.31,0.3,-0.3,-0.968
12231,CdsQ9hrWziqY5reVDsKwwBwfm6WS5QHYTSiubhJMgef9,0.005,0.33,0.3,-0.325,-0.985
8415,CMPP3LYWGpFWgo8KityeUxPFfByaRoLZ371PgxXQNtyN,0.01,0.31,0.3,-0.3,-0.968
5969,81CJbj3zCsDEYPakY3z7gMM3TNXi77ha35Xo9Tjp9SmR,0.003,0.36,0.3,-0.357,-0.992
8739,A8DAs61vaDdb85w7bGNv5chTuEnskdgrUyMynZYN484K,0.01,0.31,0.3,-0.3,-0.968
6169,8VBqAVjd2irKvBkCXxt6FidxkYxcdncuNfA1eAjLExuT,0.006,-0.03,0.3,0.036,inf
4158,Ag5WaVT9Q1RgpJppv7oMZZLrERe5bYaHtSn9EjPnByma,0.01,0.31,0.3,-0.3,-0.968
7033,BWMRTSM2S5SfYztVWFYQBReydGf2LfuDZCNtcv2bQc8Q,0.01,0.31,0.3,-0.3,-0.968
7493,8GRk93CoGj3kSTM1GBYwUcMxZdFW6d7ujuzDbVWMVtMG,0.0,0.09,0.3,-0.09,-1.0
1633,5Bud8ttY69p6LfMAQKgCQGkrTr864UAsniHYYYXhX8si,0.001,0.3,0.3,-0.299,-0.997
12370,6iF3Bmbjx7yY1YbxcJkDtYvJHL6vof745E2na42k395U,0.01,0.31,0.3,-0.3,-0.968
9663,DGTPEMkZ4nxvJXDReq6cmsPFyuVjD8dQhWnQiN61jAQX,0.001,-3.52,0.3,3.521,inf
2155,F9JutTgEf5zfifkPfGf14XAUbzWrr27D8wCBGZcSnhGL,0.003,0.22,0.3,-0.217,-0.986
11617,DXuZqfNxyFpxicU2NFXRtg6jvCer5Wiwsf8ysw5rmggH,0.0,0.3,0.3,-0.3,-1.0
9325,9GT8a8KmcUmJmDaJ43KtY97YHScaskrdqTosnqYRutdU,0.0,0.3,0.3,-0.3,-1.0
10440,3BdGmWMbhUyya1K5b91GRB1nJQRyGqxC2tpq6ZFY2GWt,0.008,0.29,0.3,-0.282,-0.972
10439,FLXBN3ZjZjb7SeFC3UJY9cjsvRhgWjn4VymBMZt7AcFi,0.01,0.31,0.3,-0.3,-0.968
10451,4QJ5ERFTpAJyAoo5k955bCLb7GaBKwgf9oSNkzEogeW5,0.001,0.3,0.3,-0.299,-0.997
9665,AkGD3zG2Q98SWnn8gRLo5vN9yf5zePU76iMU84Ht9yjZ,0.008,0.25,0.3,-0.242,-0.968
13242,E5oYqxFgMtqruQgCbjmkDdLrGRFcP3NA15qm6CZCZ7Nv,0.01,0.31,0.3,-0.3,-0.968
1455,7ekLv3szwmBWojCknbJCbYATwVBVm2sc69RxexdcGtRo,0.01,0.31,0.3,-0.3,-0.968
2947,FADbPvunm2BQFSMKtpJy2694uJm42D6bidBLH3CmLAsF,0.009,0.44,0.3,-0.431,-0.98
7744,3Z7bbz8aftzmiHHZQdY4bQhroFK8JHKy6VoY7bKX7XDc,0.003,0.27,0.3,-0.267,-0.989
4064,6Z5cuMNDDgHAzxpXZY3fhP71shwG4PMkqoB6fy3VptPx,0.01,0.31,0.3,-0.3,-0.968
1430,H55GLexNhgtpS9iUgZm4Q4cPWp6efaLN3VH1PNTm7Cj3,0.0,0.3,0.3,-0.3,-1.0
4055,EGW47DjLDsL6VCDJeZZjkkDt3aDUDE4RsYZVjF2bvu7Z,0.01,0.31,0.3,-0.3,-0.968
2143,2J45hZ1g2BNZhEd7USsMWvJfgfeNGxEF9my4u751hS1U,0.003,0.44,0.3,-0.437,-0.993
3311,5cgWd4gfrWaXaXKhjz6vDfi4VMxcNysTgXaJMvtuCCGQ,0.008,0.32,0.3,-0.312,-0.975
8873,AaNS7gok3r2RTqdvR8CoRMwfsE6CHcQYCB8UbKxFHSTW,29.71,30.01,0.3,-0.3,-0.01
11610,Bs337srntqVksrVX3UC9gJpdQRLhYb29xcqgMMWoq7hX,0.0,0.3,0.3,-0.3,-1.0
5229,8F4po5qLTNLjwZcFGx1sagmmpSeJCoM2kX7B1maEkEEa,0.0,0.3,0.3,-0.3,-1.0
255,51E26tdvLfYRYZiN2QQkSR5Jn4zam3GnAgEuaDL7N4PD,0.01,0.31,0.3,-0.3,-0.968
2128,3PKgZmkKQsVHgcaF9Eny9eLAew8aDJqvnqGgCGkppVM1,0.004,0.35,0.3,-0.346,-0.989
6165,22uMEk4QjMdthHuZSqphKfMFKtd7WuR1hB4Y5huVyCmo,0.01,0.31,0.3,-0.3,-0.968
6843,87oHuP8JL8MmATShr2uDH1J3vehkw8uUMMGf1H8UAQc5,0.01,0.14,0.3,-0.13,-0.929
13189,EtdbC5u6CcsHdoyfmAcCTiFf65fA3btChZyiFtSK96Ta,0.01,0.31,0.3,-0.3,-0.968
805,3r1hDLyX3224UrmxUMUZd3o9dijD5MzodevfjV4FwUoX,0.0,0.3,0.3,-0.3,-1.0
8411,AAnMSqaHpvagX2WMzNDQrHWuSAjU7EdWUjiwAsxWGqTD,0.01,0.31,0.3,-0.3,-0.968
10948,7EEfsg6ZKhfVTWSDSBNd4t9hmXpj1Lp1yBdP2nj5s4QP,0.001,0.2,0.3,-0.199,-0.995
11480,AHUVGFkCtVnKh8uxMG1XxyqfMkui9tfMEfg4P2xubZKC,0.0,0.3,0.3,-0.3,-1.0
13075,2n7WpGdTWB2kgw7tcrA6VF5XtxYNjDPVs8Hky87Jeo4M,0.007,0.3,0.3,-0.293,-0.977
7609,9GutCi1jKvRTDBmF4kjJRxubc7LqrHYQKYThZbiHMNAw,0.006,0.31,0.3,-0.304,-0.981
10562,53omAhosFYvADwXzyqx3u44sZ5JigeePmYJgT3znHYyK,0.005,0.47,0.3,-0.465,-0.989
1942,4vieTAP5Rf7oBFk6WLp2wn6EH9k2X4R4GapYszkKXfu4,0.0,0.3,0.3,-0.3,-1.0
3032,9fdygEpiBW8WKQvTTKWHDpRjziRimYENtHSVHngryvdz,0.01,0.31,0.3,-0.3,-0.968
3036,62Lbtrg5nysQ81UUQrx1xd9u9x4yoW4Scszz8JDMf7XF,0.01,0.31,0.3,-0.3,-0.968
826,6q7H3CZzJM3FtJwpjTTmczy8AKqq2zqFV3AHc3B3ESaY,0.01,0.31,0.3,-0.3,-0.968
12299,7VwvUgr8gzosrsYKjqKg3nUjQD6qkof3QSAGPAn3zfE5,0.0,0.3,0.3,-0.3,-1.0
5204,FeHjGuSAZgfiqWFqyu5xPdaGrqWvasUrBV7XL8BKtJPa,0.005,0.21,0.3,-0.205,-0.976
8342,52Mut1NWyw3uGho1qCsPtmBQBWqywuqQriKXZTSZZR2,0.01,0.31,0.3,-0.3,-0.968
5949,F89cRG7pGThbTH6Npijo4FfQfj6KdDgB7FKhqaapE6yC,0.003,0.29,0.3,-0.287,-0.99
